event_id,session_id,event_at,event_name,page_url,event_value_zar,user_agent_category
47,3557,2025-02-20 15:23:53,page_view,https://www.fasta.co.za/apply/step3,,Chrome
48,2564,2025-08-01 08:12:28,page_view,https://www.fasta.co.za/calculator,,Bot
49,4227,2025-08-07 13:08:07,application_step_1_complete,https://www.fasta.co.za/apply/step2,,Edge
50,7505,2026-04-22 07:39:49,whatsapp_click,https://www.fasta.co.za/apply/step1,,Firefox
51,1791,2026-01-25 09:26:57,offer_viewed,https://www.fasta.co.za/offer,2687.77,Firefox
52,2545,2025-06-09 18:31:32,page_view,https://www.fasta.co.za/calculator,,Firefox
53,7285,2026-04-06 11:05:12,whatsapp_click,https://www.fasta.co.za/apply/step3,,
54,5143,2025-08-02 20:13:53,loan_calculator_changed,https://www.fasta.co.za/,,Chrome
55,6058,2025-12-05 11:41:19,application_step_1_complete,https://www.fasta.co.za/apply/step2,,
56,2078,2025-11-08 20:10:09,error_page,https://www.fasta.co.za/offer,,Chrome
57,5681,2025-10-10 12:03:39,apply_now_click,https://www.fasta.co.za/,546.11,
58,1726,2025-12-22 14:50:14,page_view,https://www.fasta.co.za/apply/step1,,Chrome
59,3215,2025-09-26 17:20:50,facebook_contact_click,https://www.fasta.co.za/offer,,Firefox
60,7290,2025-08-05 10:57:08,page_view,https://www.fasta.co.za/,,Bot
61,1440,2026-01-03 11:27:42,document_upload,https://www.fasta.co.za/offer,,Chrome
62,6796,2025-01-01 20:39:58,application_submitted,https://www.fasta.co.za/calculator,,Chrome
63,1723,2025-07-05 22:30:24,offer_viewed,https://www.fasta.co.za/,10139.02,
64,3026,2025-08-03 14:10:03,chat_message_sent,https://www.fasta.co.za/calculator,,Bot
65,2908,2025-02-17 11:51:00,whatsapp_click,https://www.fasta.co.za/apply/step3,,
66,3700,2025-04-24 13:53:37,chat_message_sent,https://www.fasta.co.za/apply/step2,,Edge
67,1819,2025-07-02 17:49:27,page_view,https://www.fasta.co.za/apply/step2,,
68,7136,2025-03-08 15:30:06,error_page,https://www.fasta.co.za/offer,,Firefox
69,2412,2025-10-14 14:32:45,offer_accepted,https://www.fasta.co.za/apply/step1,3607.47,
70,7670,2025-04-03 14:05:43,chat_open,https://www.fasta.co.za/apply/step3,,Bot
71,2120,2025-02-13 22:03:43,page_view,https://www.fasta.co.za/calculator,,Firefox
72,3371,2025-10-17 20:30:29,application_started,https://www.fasta.co.za/apply/step3,,Bot
73,2958,2026-05-07 16:39:06,loan_calculator_changed,https://www.fasta.co.za/,2739.13,Safari
74,4673,2025-07-18 09:12:18,application_step_2_complete,https://www.fasta.co.za/apply/step2,,Chrome
75,2313,2025-02-01 09:49:17,error_page,https://www.fasta.co.za/,,Bot
76,342,2025-11-27 14:21:17,chat_open,https://www.fasta.co.za/apply/step2,,Chrome
77,999,2025-11-03 17:50:06,application_submitted,https://www.fasta.co.za/calculator,,Chrome
78,7852,2026-03-28 21:21:30,page_view,https://www.fasta.co.za/,,
79,1699,2025-08-01 09:05:56,application_step_2_complete,https://www.fasta.co.za/offer,,
80,916,2026-01-24 19:27:07,session_timeout,https://www.fasta.co.za/apply/step2,,Bot
81,7937,2025-07-30 15:07:30,document_upload,https://www.fasta.co.za/apply/step2,,Bot
82,218,2026-01-10 14:13:36,session_timeout,https://www.fasta.co.za/apply/step2,,
83,7990,2025-03-16 10:15:45,page_view,https://www.fasta.co.za/calculator,,
84,7211,2025-07-13 21:09:33,apply_now_click,https://www.fasta.co.za/,,Edge
85,6407,2025-12-15 17:30:47,loan_calculator_changed,https://www.fasta.co.za/apply/step3,2358.71,Bot
86,94,2025-02-12 17:44:58,session_timeout,https://www.fasta.co.za/apply/step2,,Edge
87,151,2026-05-01 22:15:38,page_view,https://www.fasta.co.za/apply/step2,,Edge
88,2798,2025-03-05 15:01:46,page_view,https://www.fasta.co.za/offer,,Safari
89,6220,2025-04-20 19:30:51,chat_open,https://www.fasta.co.za/apply/step2,,Bot
90,6151,2026-06-01 12:02:29,chat_open,https://www.fasta.co.za/offer,,Edge
91,4731,2025-08-22 11:36:17,offer_viewed,https://www.fasta.co.za/apply/step2,509.73,Edge
92,4889,2026-01-16 16:02:37,error_page,https://www.fasta.co.za/offer,,Firefox
93,5558,2026-01-23 20:31:35,application_step_2_complete,https://www.fasta.co.za/apply/step2,,
94,3316,2025-07-09 12:46:43,loan_calculator_changed,https://www.fasta.co.za/,,
95,2649,2025-03-02 08:35:03,document_upload,https://www.fasta.co.za/offer,,Edge
96,1570,2025-02-05 10:44:18,page_view,https://www.fasta.co.za/apply/step1,,Safari
97,6244,2026-01-15 16:27:35,offer_viewed,https://www.fasta.co.za/,,
98,3316,2025-11-29 12:24:17,error_page,https://www.fasta.co.za/offer,,Bot
99,3197,2025-11-01 18:06:47,loan_calculator_changed,https://www.fasta.co.za/calculator,2556.57,
100,735,2025-09-21 18:53:37,apply_now_click,https://www.fasta.co.za/,,Chrome
101,4936,2025-07-11 10:09:40,loan_calculator_changed,https://www.fasta.co.za/apply/step2,,Bot
102,6634,2026-05-21 12:13:53,facebook_contact_click,https://www.fasta.co.za/offer,,
103,4587,2025-09-15 19:57:50,session_timeout,https://www.fasta.co.za/offer,,Safari
104,7813,2025-10-28 13:02:47,offer_declined,https://www.fasta.co.za/apply/step3,,
105,785,2025-11-14 18:13:55,offer_viewed,https://www.fasta.co.za/apply/step2,15609.38,
106,7386,2025-09-13 22:04:42,application_step_2_complete,https://www.fasta.co.za/calculator,,Bot
107,2478,2025-08-09 22:44:27,application_step_2_complete,https://www.fasta.co.za/offer,,Edge
108,7942,2025-03-29 14:33:48,session_timeout,https://www.fasta.co.za/,,Edge
109,7222,2025-07-19 12:20:19,page_view,https://www.fasta.co.za/,,Bot
110,1428,2025-07-05 14:06:00,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Firefox
111,6359,2026-05-17 13:31:32,PAGE_VIEW,https://www.fasta.co.za/calculator,,Edge
112,5350,2025-10-16 07:05:31,loan_calculator_changed,https://www.fasta.co.za/offer,1094.72,Edge
113,4256,2025-12-01 17:38:30,offer_accepted,https://www.fasta.co.za/,2257.08,Chrome
114,6500,2025-05-20 22:46:58,page_view,https://www.fasta.co.za/apply/step3,,
115,7224,2025-01-22 20:32:19,application_submitted,https://www.fasta.co.za/apply/step1,,
116,6175,2025-12-13 07:11:43,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Bot
117,2154,2025-01-15 13:09:14,facebook_contact_click,https://www.fasta.co.za/apply/step2,,Safari
118,1743,2026-02-07 20:23:04,application_submitted,https://www.fasta.co.za/apply/step2,,Safari
119,1859,2025-12-07 21:27:05,chat_open,https://www.fasta.co.za/apply/step1,,Edge
120,2935,2025-10-05 18:42:42,document_upload,https://www.fasta.co.za/apply/step2,,Edge
121,4005,2026-02-03 14:32:58,application_submitted,https://www.fasta.co.za/offer,,Edge
122,3550,2025-05-13 17:32:47,loan_calculator_changed,https://www.fasta.co.za/apply/step2,549.82,Edge
123,7803,2026-05-12 22:14:45,chat_message_sent,https://www.fasta.co.za/calculator,,
124,1021,2026-01-06 17:05:19,chat_message_sent,https://www.fasta.co.za/calculator,,Firefox
125,2705,2025-09-06 18:19:18,loan_calculator_changed,https://www.fasta.co.za/apply/step3,,Chrome
126,3109,2025-12-15 15:39:20,application_started,https://www.fasta.co.za/apply/step1,,Firefox
127,2276,2025-11-01 17:04:35,page_view,https://www.fasta.co.za/,,Safari
128,6590,2025-04-14 19:12:24,error_page,https://www.fasta.co.za/calculator,,Safari
129,1396,2025-05-05 17:03:42,whatsapp_click,https://www.fasta.co.za/apply/step3,,Edge
130,6124,2026-01-04 08:55:22,page_view,https://www.fasta.co.za/apply/step3,,Safari
131,5070,2026-05-10 07:44:23,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Safari
132,7112,2025-09-11 14:41:14,application_started,https://www.fasta.co.za/offer,,Firefox
133,2873,2025-06-15 08:34:17,offer_accepted,https://www.fasta.co.za/calculator,902.91,Safari
134,7848,2025-09-10 10:20:08,chat_open,https://www.fasta.co.za/apply/step2,,Bot
135,4305,2026-06-02 09:44:31,session_timeout,https://www.fasta.co.za/apply/step3,,Bot
136,3709,2026-03-18 15:27:39,application_submitted,https://www.fasta.co.za/calculator,,Chrome
137,7840,2025-01-03 11:44:14,offer_viewed,https://www.fasta.co.za/apply/step1,10886.0,Firefox
138,650,2025-12-08 14:02:34,facebook_contact_click,https://www.fasta.co.za/,,Firefox
139,340,2025-05-31 18:38:44,page_view,https://www.fasta.co.za/apply/step1,,Edge
140,2579,2025-03-04 10:14:15,application_submitted,https://www.fasta.co.za/apply/step3,,Chrome
141,2710,2025-02-16 10:02:03,chat_open,https://www.fasta.co.za/apply/step2,,Firefox
142,2996,2025-02-03 16:17:29,loan_calculator_changed,https://www.fasta.co.za/calculator,992.14,Firefox
143,2918,2025-05-01 20:25:27,page_view,https://www.fasta.co.za/apply/step3,,Edge
144,6304,2025-06-24 16:48:17,error_page,https://www.fasta.co.za/apply/step2,,Safari
145,6869,2025-06-01 07:18:23,facebook_contact_click,https://www.fasta.co.za/apply/step1,,Safari
146,1559,2025-02-14 12:21:24,apply_now_click,https://www.fasta.co.za/offer,1414.55,Chrome
147,7771,2026-04-24 11:01:27,offer_accepted,https://www.fasta.co.za/apply/step2,9266.04,Safari
148,5846,2025-10-03 17:51:22,application_step_1_complete,https://www.fasta.co.za/,,Bot
149,7067,2025-10-04 11:16:10,application_step_2_complete,https://www.fasta.co.za/,,Edge
150,5638,2025-12-11 15:05:59,loan_calculator_changed,https://www.fasta.co.za/apply/step1,1069.65,
151,3999,2026-06-11 13:19:51,loan_calculator_changed,https://www.fasta.co.za/offer,,Chrome
152,965,2025-11-01 12:39:30,application_step_1_complete,https://www.fasta.co.za/,,Firefox
153,7266,2025-08-23 16:21:58,loan_calculator_changed,https://www.fasta.co.za/,1047.86,Safari
154,1056,2025-02-11 19:48:51,APPLICATION_STEP_1_COMPLETE,https://www.fasta.co.za/apply/step3,,Bot
155,3484,2025-03-21 16:40:57,error_page,https://www.fasta.co.za/calculator,,Chrome
156,5924,2025-05-15 21:30:15,whatsapp_click,https://www.fasta.co.za/apply/step3,,Safari
157,5966,2025-05-30 22:28:58,chat_message_sent,https://www.fasta.co.za/apply/step2,,Firefox
158,2760,2025-09-06 11:01:38,page_view,https://www.fasta.co.za/,,Chrome
159,2924,2026-02-19 15:05:32,offer_declined,https://www.fasta.co.za/apply/step3,13833.23,Chrome
160,7799,2025-01-24 22:59:22,loan_calculator_changed,https://www.fasta.co.za/offer,3423.81,Bot
161,1678,2025-05-11 17:41:50,error_page,https://www.fasta.co.za/apply/step1,,Edge
162,5737,2025-01-12 10:34:56,page_view,https://www.fasta.co.za/apply/step2,,Chrome
163,1953,2025-03-23 12:31:51,page_view,https://www.fasta.co.za/apply/step2,,Chrome
164,6213,2026-02-20 15:33:55,page_view,https://www.fasta.co.za/apply/step2,,Safari
165,5183,2026-05-24 09:11:10,offer_accepted,https://www.fasta.co.za/apply/step2,,Bot
166,3178,2026-03-25 22:18:22,chat_message_sent,https://www.fasta.co.za/apply/step3,,Bot
167,5967,2026-03-19 20:12:19,page_view,https://www.fasta.co.za/apply/step3,,Safari
168,2589,2025-07-12 21:18:19,offer_viewed,https://www.fasta.co.za/,2197.64,Firefox
169,6228,2026-06-03 09:43:43,offer_declined,https://www.fasta.co.za/calculator,1810.84,
170,5125,2025-12-26 20:45:35,application_step_2_complete,https://www.fasta.co.za/,,Bot
171,5237,2025-08-08 18:49:29,facebook_contact_click,https://www.fasta.co.za/apply/step1,,Edge
172,2223,2025-09-15 08:14:03,page_view,https://www.fasta.co.za/apply/step3,,Bot
173,7364,2026-03-02 13:58:48,application_step_2_complete,https://www.fasta.co.za/,,Edge
174,4452,2026-02-27 22:30:21,loan_calculator_changed,https://www.fasta.co.za/apply/step1,2387.99,
175,4575,2025-08-21 11:58:59,page_view,https://www.fasta.co.za/offer,,Chrome
176,4729,2026-02-17 09:55:50,loan_calculator_changed,https://www.fasta.co.za/apply/step1,9414.6,Firefox
177,7756,2026-04-11 16:27:15,offer_declined,https://www.fasta.co.za/,9250.21,Safari
178,3978,2025-08-29 15:38:50,page_view,https://www.fasta.co.za/apply/step3,,Chrome
179,2479,2025-02-09 10:37:41,page_view,https://www.fasta.co.za/calculator,,Firefox
180,386,2025-05-24 12:01:22,page_view,https://www.fasta.co.za/offer,,Firefox
181,4797,2025-10-21 16:54:32,application_started,https://www.fasta.co.za/calculator,,
182,7871,2026-06-14 13:48:36,error_page,https://www.fasta.co.za/apply/step2,,
183,6991,2025-02-13 15:16:49,offer_declined,https://www.fasta.co.za/apply/step2,,Edge
184,717,2025-11-28 07:11:11,error_page,https://www.fasta.co.za/apply/step3,,Edge
185,2214,2025-05-16 13:04:51,error_page,https://www.fasta.co.za/apply/step1,,Firefox
186,2705,2025-05-23 08:30:47,offer_declined,https://www.fasta.co.za/calculator,,Firefox
187,7689,2025-03-10 16:55:24,whatsapp_click,https://www.fasta.co.za/apply/step2,,Chrome
188,176,2025-04-30 21:29:56,page_view,https://www.fasta.co.za/offer,,Bot
189,5576,2025-05-25 20:17:59,facebook_contact_click,https://www.fasta.co.za/calculator,,Bot
190,7338,2025-02-23 13:41:19,APPLICATION_STEP_2_COMPLETE,https://www.fasta.co.za/apply/step1,,Firefox
191,6603,2025-04-04 16:24:08,page_view,https://www.fasta.co.za/offer,,Safari
192,763,2026-05-03 21:32:55,chat_message_sent,https://www.fasta.co.za/,,Safari
193,3710,2025-05-18 18:18:53,offer_declined,https://www.fasta.co.za/apply/step3,1420.27,
194,5195,2025-04-27 20:17:26,offer_viewed,https://www.fasta.co.za/apply/step2,2594.37,Edge
195,3303,2025-04-18 20:02:12,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Edge
196,5756,2026-05-28 07:10:45,document_upload,https://www.fasta.co.za/apply/step3,,Edge
197,1797,2026-06-12 09:16:31,offer_viewed,https://www.fasta.co.za/calculator,15127.79,
198,731,2025-02-11 16:43:35,application_step_2_complete,https://www.fasta.co.za/,,
199,4187,2025-08-19 20:41:24,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Chrome
200,6452,2025-08-06 21:41:17,document_upload,https://www.fasta.co.za/apply/step1,,Firefox
201,4548,2025-07-14 21:05:06,offer_accepted,https://www.fasta.co.za/offer,516.91,Edge
202,4323,2026-03-06 19:29:54,offer_accepted,https://www.fasta.co.za/calculator,466.58,Firefox
203,7103,2025-04-26 10:57:25,page_view,https://www.fasta.co.za/apply/step2,,Safari
204,7396,2026-01-01 11:42:14,page_view,https://www.fasta.co.za/apply/step3,,Edge
205,6104,2026-01-26 11:58:21,chat_open,https://www.fasta.co.za/apply/step1,,Firefox
206,6512,2025-06-15 13:38:50,chat_open,https://www.fasta.co.za/calculator,,Chrome
207,5603,2025-12-20 15:45:32,document_upload,https://www.fasta.co.za/apply/step2,,Firefox
208,6456,2025-05-27 15:01:11,whatsapp_click,https://www.fasta.co.za/calculator,,Firefox
209,7156,2025-05-27 11:04:37,loan_calculator_changed,https://www.fasta.co.za/calculator,4508.02,Edge
210,4961,2025-01-11 22:44:36,chat_message_sent,https://www.fasta.co.za/,,Firefox
211,2415,2025-11-10 17:01:43,offer_viewed,https://www.fasta.co.za/apply/step2,985.23,Safari
212,6965,2025-10-15 17:00:19,application_step_1_complete,https://www.fasta.co.za/,,Edge
213,4396,2026-01-21 13:11:19,page_view,https://www.fasta.co.za/calculator,,Edge
214,46,2026-02-25 14:29:00,whatsapp_click,https://www.fasta.co.za/apply/step3,,
215,2436,2025-10-17 08:54:30,application_started,https://www.fasta.co.za/apply/step2,,Firefox
216,469,2026-01-11 11:48:16,facebook_contact_click,https://www.fasta.co.za/calculator,,Firefox
217,3014,2025-04-09 21:31:19,application_started,https://www.fasta.co.za/apply/step3,,Edge
218,4674,2025-12-27 15:33:04,APPLICATION_STARTED,https://www.fasta.co.za/offer,,Edge
219,7438,2025-08-26 11:11:52,document_upload,https://www.fasta.co.za/,,Chrome
220,4170,2026-03-22 15:38:29,session_timeout,https://www.fasta.co.za/,,Chrome
221,2877,2025-01-31 09:56:39,loan_calculator_changed,https://www.fasta.co.za/,5301.59,Firefox
222,3386,2025-01-30 08:41:22,offer_viewed,https://www.fasta.co.za/offer,,
223,3644,2026-03-31 17:56:53,error_page,https://www.fasta.co.za/calculator,,Firefox
224,3812,2025-11-13 18:47:37,page_view,https://www.fasta.co.za/,,Chrome
225,6208,2025-03-22 20:42:10,loan_calculator_changed,https://www.fasta.co.za/,1853.16,Safari
226,3905,2026-05-09 12:29:46,CHAT_MESSAGE_SENT,https://www.fasta.co.za/apply/step1,,Bot
227,6479,2025-11-10 13:34:40,loan_calculator_changed,https://www.fasta.co.za/apply/step1,3539.78,Firefox
228,2686,2025-09-19 12:58:42,loan_calculator_changed,https://www.fasta.co.za/offer,2005.26,
229,2044,2026-01-02 14:58:10,page_view,https://www.fasta.co.za/,,Firefox
230,3905,2025-05-26 10:09:44,apply_now_click,https://www.fasta.co.za/apply/step2,1955.58,Safari
231,90,2025-02-18 18:49:32,loan_calculator_changed,https://www.fasta.co.za/offer,,Safari
232,4959,2025-05-12 22:22:51,offer_accepted,https://www.fasta.co.za/,503.69,Firefox
233,2315,2025-06-26 22:16:34,application_step_1_complete,https://www.fasta.co.za/apply/step3,,Edge
234,2120,2025-12-19 22:56:36,page_view,https://www.fasta.co.za/,,Bot
235,5725,2026-01-10 10:41:30,apply_now_click,https://www.fasta.co.za/calculator,,Chrome
236,6285,2025-08-27 13:07:03,loan_calculator_changed,https://www.fasta.co.za/apply/step1,-15602.68,
237,3948,2025-09-10 07:20:53,offer_declined,https://www.fasta.co.za/apply/step3,8370.11,Safari
238,3636,2025-07-31 07:07:16,page_view,https://www.fasta.co.za/apply/step2,,
239,7265,2026-05-03 11:17:38,offer_viewed,https://www.fasta.co.za/,,Bot
240,1851,2025-08-12 22:43:49,offer_declined,https://www.fasta.co.za/apply/step2,,Firefox
241,140,2025-04-01 15:04:32,page_view,https://www.fasta.co.za/calculator,,Safari
242,2804,2025-02-13 19:29:23,chat_message_sent,https://www.fasta.co.za/offer,,Chrome
243,2611,2025-05-11 16:06:56,loan_calculator_changed,https://www.fasta.co.za/calculator,,Firefox
244,6527,2026-02-23 07:42:57,loan_calculator_changed,https://www.fasta.co.za/apply/step3,1920.24,Edge
245,7954,2025-10-22 11:07:41,application_started,https://www.fasta.co.za/apply/step1,,Edge
246,6119,2025-03-08 10:01:38,chat_open,https://www.fasta.co.za/apply/step1,,
247,1969,2025-11-06 08:21:17,page_view,https://www.fasta.co.za/calculator,,Bot
248,2538,2025-10-21 09:39:56,offer_viewed,https://www.fasta.co.za/calculator,,Edge
249,5770,2025-05-18 08:41:19,loan_calculator_changed,https://www.fasta.co.za/,3070.41,Chrome
250,3975,2025-05-14 07:19:54,facebook_contact_click,https://www.fasta.co.za/apply/step3,,Edge
251,137,2025-02-12 20:40:18,whatsapp_click,https://www.fasta.co.za/,,Safari
252,3797,2025-02-17 07:49:34,loan_calculator_changed,https://www.fasta.co.za/,14535.76,Safari
253,3403,2025-11-19 08:43:01,apply_now_click,https://www.fasta.co.za/apply/step2,14566.88,Safari
254,7693,2026-04-18 12:26:54,page_view,https://www.fasta.co.za/apply/step3,,
255,4671,2025-12-19 22:04:45,chat_open,https://www.fasta.co.za/calculator,,Safari
256,3097,2025-08-07 12:56:16,page_view,https://www.fasta.co.za/apply/step2,,Edge
257,7710,2025-11-23 08:22:39,session_timeout,https://www.fasta.co.za/apply/step3,,Edge
258,2849,2025-06-20 19:50:52,session_timeout,https://www.fasta.co.za/,,Firefox
259,7670,2026-04-12 17:18:06,facebook_contact_click,https://www.fasta.co.za/offer,,Firefox
260,3738,2025-01-04 15:14:11,loan_calculator_changed,https://www.fasta.co.za/calculator,16370.98,
261,5994,2026-03-16 21:09:21,offer_accepted,https://www.fasta.co.za/apply/step2,9497.95,Edge
262,2195,2026-04-01 08:39:31,facebook_contact_click,https://www.fasta.co.za/apply/step2,,Safari
263,4597,2025-10-24 13:24:59,apply_now_click,https://www.fasta.co.za/,,
264,6578,2026-02-24 22:15:20,document_upload,https://www.fasta.co.za/calculator,,Bot
265,2576,2025-12-10 22:11:38,error_page,https://www.fasta.co.za/,,Chrome
266,4638,2025-05-07 09:25:28,chat_open,https://www.fasta.co.za/apply/step3,,Chrome
267,2653,2025-12-30 21:01:50,application_submitted,https://www.fasta.co.za/apply/step3,,Bot
268,437,2025-09-11 13:18:38,document_upload,https://www.fasta.co.za/apply/step3,,
269,1250,2025-06-30 19:35:36,page_view,https://www.fasta.co.za/calculator,,
270,4724,2025-06-28 07:02:41,chat_message_sent,https://www.fasta.co.za/apply/step2,,
271,4595,2025-11-26 09:27:45,application_step_1_complete,https://www.fasta.co.za/,,Chrome
272,895,2025-01-17 09:52:44,loan_calculator_changed,https://www.fasta.co.za/,10999.22,Edge
273,710,2025-07-01 22:42:33,offer_viewed,https://www.fasta.co.za/apply/step3,1037.2,Chrome
274,1385,2026-03-23 14:19:52,session_timeout,https://www.fasta.co.za/apply/step1,,Edge
275,5992,2026-04-30 13:47:25,application_step_1_complete,https://www.fasta.co.za/,,
276,2485,2025-12-12 13:14:25,facebook_contact_click,https://www.fasta.co.za/offer,,Bot
277,6636,2025-09-16 07:58:34,document_upload,https://www.fasta.co.za/offer,,Chrome
278,130,2026-05-13 17:54:46,offer_declined,https://www.fasta.co.za/,8482.04,Firefox
279,6038,2026-04-27 11:22:39,application_started,https://www.fasta.co.za/apply/step3,,Safari
280,4644,2026-03-27 09:32:48,chat_open,https://www.fasta.co.za/calculator,,
281,4226,2025-01-06 22:34:21,application_submitted,https://www.fasta.co.za/apply/step1,,Safari
282,5163,2025-11-02 08:51:40,whatsapp_click,https://www.fasta.co.za/apply/step1,,Bot
283,1327,2026-03-21 08:02:04,offer_accepted,https://www.fasta.co.za/apply/step1,2620.72,
284,499,2025-04-06 21:29:29,offer_declined,https://www.fasta.co.za/apply/step3,,Firefox
285,1743,2025-12-23 10:22:22,facebook_contact_click,https://www.fasta.co.za/apply/step2,,Safari
286,6412,2025-06-03 17:44:05,page_view,https://www.fasta.co.za/calculator,,
287,5710,2025-09-19 10:16:20,whatsapp_click,https://www.fasta.co.za/apply/step1,,Bot
288,7826,2025-09-26 11:50:08,offer_viewed,https://www.fasta.co.za/apply/step2,14973.52,Edge
289,6732,2026-03-30 14:52:10,whatsapp_click,https://www.fasta.co.za/apply/step3,,Edge
290,4713,2026-04-25 16:11:42,application_step_1_complete,https://www.fasta.co.za/apply/step2,,Bot
291,7833,2025-05-30 09:00:57,application_step_1_complete,https://www.fasta.co.za/calculator,,Firefox
292,7813,2025-05-14 22:57:55,chat_message_sent,https://www.fasta.co.za/calculator,,Safari
293,3993,2025-05-20 20:21:54,application_submitted,https://www.fasta.co.za/offer,,Bot
294,5607,2025-01-29 21:18:11,application_started,https://www.fasta.co.za/,,
295,7446,2025-03-14 22:24:18,application_step_1_complete,https://www.fasta.co.za/apply/step2,,Firefox
296,7188,2025-06-06 08:20:02,offer_declined,https://www.fasta.co.za/,16319.02,Safari
297,3904,2025-11-01 22:59:32,application_started,https://www.fasta.co.za/offer,,Bot
298,2079,2026-02-22 12:24:16,application_started,https://www.fasta.co.za/calculator,,Firefox
